Title,Tech Skills
Nurse Midwives,['Patient floor scales']
Nurse Midwives,['Microscope slides']
Nurse Midwives,['Oxygen concentrators']
Nurse Midwives,['Flow sensors or regulators or components']
Nurse Midwives,['Medical nasal cannulas']
Nurse Midwives,['Personal computers']
Nurse Midwives,['Personal digital assistant PDAs or organizers']
Nurse Midwives,['Surgical isolation or surgical masks']
Nurse Midwives,['Reflex hammers or mallets']
Nurse Midwives,['Specimen collection container']
Nurse Midwives,['Blood pressure cuff kits']
Nurse Midwives,['Irrigation or suction handpieces or cannulas or tips or catheters']
Nurse Midwives,['Surgical gloves']
Nurse Midwives,['Suturing kits or trays or packs or sets']
Nurse Midwives,['Tourniquets']
Nurse Midwives,['Transcutaneous electric nerve stimulation units']
Nurse Midwives,['Urinary catheterization kits']
Nurse Midwives,['Vaginal exam speculas']
Nurse Midwives,['Medical ultrasound or doppler or echocardiograph probes']
Nurse Midwives,['Medical software']
Nurse Midwives,['Spreadsheet software']
Nurse Midwives,['Office suite software']
Nurse Practitioners,['Diagnostic or interventional vascular catheters for general use']
Nurse Practitioners,['Apnea monitors']
Nurse Practitioners,['Surgical lasers']
Nurse Practitioners,['Arterial blood gas monitors']
Nurse Practitioners,['Arterial line catheters']
Nurse Practitioners,['Mobile medical services automated external defibrillators AED or hard paddles']
Nurse Practitioners,['Back or lumbar or sacral orthopedic softgoods']
Nurse Practitioners,['Non invasive bi level machines']
Nurse Practitioners,['Binocular light compound microscopes']
Nurse Practitioners,['Surgical punches or punch holders']
Nurse Practitioners,['Blood collection syringes']
Nurse Practitioners,['Cardiac output CO monitoring units']
Nurse Practitioners,['Mobile resuscitator or aspirator kits']
Nurse Practitioners,['Chest tubes']
Nurse Practitioners,['Emergency or resuscitation carts']
Nurse Practitioners,['Crutches']
Nurse Practitioners,['Medical tuning forks']
Nurse Practitioners,['Electronic medical thermometers']
Nurse Practitioners,['Medical ultrasound or doppler or echocardiograph transducer accessories']
Nurse Practitioners,['Electrocardiography EKG units']
Nurse Practitioners,['Electronic blood pressure units']
Nurse Practitioners,['Electrosurgical or electrocautery equipment']
Nurse Practitioners,['Endotracheal tubes']
Nurse Practitioners,['Anesthesia nerve block kit or tray']
Nurse Practitioners,['Vacuum blood collection tubes or containers']
Nurse Practitioners,['Endoscopic instrument sets']
Nurse Practitioners,['Intubation laryngoscopes']
Nurse Practitioners,['Sigmoidoscopes']
Nurse Practitioners,['Glucose monitors or meters']
Nurse Practitioners,['Head or neck traction supplies']
Nurse Practitioners,['Nebulizers']
Nurse Practitioners,['Mobile medical services head immobilizers']
Nurse Practitioners,['Chemistry analyzers']
Nurse Practitioners,['Holter or wearable EKG monitoring systems or accessories']
Nurse Practitioners,['Medical syringes with needle']
Nurse Practitioners,['Spirometers']
Nurse Practitioners,['Intraaortic balloon pumps']
Nurse Practitioners,['Intracranial pressure ICP monitoring units']
Nurse Practitioners,['Intravenous or arterial catheter trays']
Nurse Practitioners,['Intravenous infusion pumps for general use']
Nurse Practitioners,['Intubator components']
Nurse Practitioners,['Lancets']
Nurse Practitioners,['Notebook computers']
Nurse Practitioners,['Leg orthopedic softgoods']
Nurse Practitioners,['Intermittent positive pressure breathing IPPB machines']
Nurse Practitioners,['Medical acoustic stethoscopes']
Nurse Practitioners,['Medical exam or non surgical procedure gloves']
Nurse Practitioners,['Patient floor scales']
Nurse Practitioners,['Microcentrifuges']
Nurse Practitioners,['Surgical clamps or clips or forceps']
Nurse Practitioners,['Special purpose telephones']
Nurse Practitioners,['Central venous catheters']
Nurse Practitioners,['Medical nasal oxygen catheters or catheterization kits']
Nurse Practitioners,['Medical or surgical suction or vacuum appliances']
Nurse Practitioners,['Nasogastric tubes']
Nurse Practitioners,['Cervical collars or neck braces']
Nurse Practitioners,['Ophthalmoscopes or otoscopes or scope sets']
Nurse Practitioners,['Orthopedic splint systems']
Nurse Practitioners,['Oxygen concentrators']
Nurse Practitioners,['Medical oxygen masks or parts']
Nurse Practitioners,['Flow sensors or regulators or components']
Nurse Practitioners,['Cardiac pacemaker generators or cardiac resynchronization therapy pacemakers CRT-P']
Nurse Practitioners,['Peak flowmeters']
Nurse Practitioners,['Pericardiocentesis needles or kits']
Nurse Practitioners,['Personal computers']
Nurse Practitioners,['Personal digital assistant PDAs or organizers']
Nurse Practitioners,['Surgical pneumatic or electric tourniquets']
Nurse Practitioners,['Surgical isolation or surgical masks']
Nurse Practitioners,['Medical staff isolation or cover gowns']
Nurse Practitioners,['Pulse oximeter units']
Nurse Practitioners,['Reflex hammers or mallets']
Nurse Practitioners,['Goggles']
Nurse Practitioners,['Medical staplers for external use']
Nurse Practitioners,['Eye charts or vision cards']
Nurse Practitioners,['Specimen collection container']
Nurse Practitioners,['Mobile medical services spine boards']
Nurse Practitioners,['Surgical scissors']
Nurse Practitioners,['Surgical scalpels or knives or blades or trephines']
Nurse Practitioners,['Skin staple removers or kits']
Nurse Practitioners,['Suturing kits or trays or packs or sets']
Nurse Practitioners,['Tablet computers']
Nurse Practitioners,['Thoracentesis sets or trays']
Nurse Practitioners,['Tissue culture incubators']
Nurse Practitioners,['Tourniquets']
Nurse Practitioners,['Endotracheal or tracheotomy sets']
Nurse Practitioners,['Transcutaneous electric nerve stimulation units']
Nurse Practitioners,['Tympanometers']
Nurse Practitioners,['Umbilical catheters']
Nurse Practitioners,['Arm orthopedic softgoods']
Nurse Practitioners,['Urinalysis test strips']
Nurse Practitioners,['Urinary catheterization kits']
Nurse Practitioners,['Vaginal exam speculas']
Nurse Practitioners,['Ventricular assist devices']
Nurse Practitioners,['Walking braces']
Nurse Practitioners,['Medical software']
Nurse Practitioners,['Data base user interface and query software']
Nurse Practitioners,['Spreadsheet software']
Nurse Practitioners,['Internet browser software']
Nurse Practitioners,['Office suite software']
Nurse Practitioners,['Electronic mail software']
Nurse Practitioners,['Presentation software']
Nurse Practitioners,['Cloud-based data access and sharing software']
Nurse Practitioners,['Word processing software']
Audiologists,['Audiometers']
Audiologists,['Audiometric booths or acoustic hearing test chambers']
Audiologists,['Auditory function screening units']
Audiologists,['Electromyography EMG units']
Audiologists,['Neurological diagnostic sets']
Audiologists,['Desktop computers']
Audiologists,['Medical tuning forks']
Audiologists,['Freestanding medical exam lights or lamps']
Audiologists,['Aural probes']
Audiologists,['Electrocochleographs']
Audiologists,['Evoked response detectors']
Audiologists,['Audiometric bone vibrators or middle ear analyzers']
Audiologists,['Gyroscopic instruments']
Audiologists,['Hearing aid analyzers or test systems']
Audiologists,['Power drills']
Audiologists,['Power grinders']
Audiologists,['Hearing aid']
Audiologists,['Medical syringes without needle']
Audiologists,['Screwdrivers']
Audiologists,['Notebook computers']
Audiologists,['Surgical microscopes or loupes or magnifiers']
Audiologists,['Ophthalmoscopes or otoscopes or scope sets']
Audiologists,['Personal computers']
Audiologists,['Mats or platforms for rehabilitation or therapy']
Audiologists,['Potentiometers']
Audiologists,['Sound measuring apparatus or decibel meter']
Audiologists,['Tablet computers']
Audiologists,['Tympanometers']
Audiologists,['Digital camcorders or video cameras']
Audiologists,['Nystagmographs']
Audiologists,['Medical software']
Audiologists,['Customer relationship management CRM software']
Audiologists,['Spreadsheet software']
Audiologists,['Office suite software']
Audiologists,['Electronic mail software']
Audiologists,['Presentation software']
Audiologists,['Word processing software']
Audiologists,['Operating system software']
Anesthesiologists,['Gas anesthesia apparatus or machines']
Anesthesiologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Anesthesiologists,['Blood collection syringes']
Anesthesiologists,['Anesthesia inhalers or inhaler units']
Anesthesiologists,['Patient carbon dioxide detectors']
Anesthesiologists,['Mobile medical services non-suction antichoke devices']
Anesthesiologists,['Desktop computers']
Anesthesiologists,['Electrocardiography EKG units']
Anesthesiologists,['Electronic blood pressure units']
Anesthesiologists,['End tidal carbon dioxide monitors']
Anesthesiologists,['Endotracheal tubes']
Anesthesiologists,['Anesthesia nerve block kit or tray']
Anesthesiologists,['Esophageal tubes']
Anesthesiologists,['Vacuum blood collection tubes or containers']
Anesthesiologists,['Bronchoscopes']
Anesthesiologists,['Cardiac output CO monitoring units']
Anesthesiologists,['Medical syringes without needle']
Anesthesiologists,['Arterial line catheters']
Anesthesiologists,['Intravenous tubing with catheter administration kits']
Anesthesiologists,['Intubator components']
Anesthesiologists,['Pharyngeal airways or airways kits']
Anesthesiologists,['Surgical isolation or surgical masks']
Anesthesiologists,['Nasogastric tubes']
Anesthesiologists,['Notebook computers']
Anesthesiologists,['Medical oxygen masks or parts']
Anesthesiologists,['Patient controlled analgesia infusion pumps']
Anesthesiologists,['Surgical nerve stimulators']
Anesthesiologists,['Personal computers']
Anesthesiologists,['Personal digital assistant PDAs or organizers']
Anesthesiologists,['Body plethysmographs']
Anesthesiologists,['Electronic stethoscopes']
Anesthesiologists,['Pulse oximeter units']
Anesthesiologists,['Spirometers']
Anesthesiologists,['Medical or surgical suction or vacuum appliances']
Anesthesiologists,['Surgical gloves']
Anesthesiologists,['Tablet computers']
Anesthesiologists,['Tourniquets']
Anesthesiologists,['Endotracheal or tracheotomy sets']
Anesthesiologists,['Resuscitation masks']
Anesthesiologists,['Medical software']
Anesthesiologists,['Calendar and scheduling software']
Anesthesiologists,['Accounting software']
Anesthesiologists,['Data base user interface and query software']
Anesthesiologists,['Spreadsheet software']
Anesthesiologists,['Electronic mail software']
Anesthesiologists,['Presentation software']
Anesthesiologists,['Word processing software']
Anesthesiologists,['Internet browser software']
Cardiologists,['Medical software']
Cardiologists,['Transaction security and virus protection software']
Dermatologists,['Biopsy aspirator products']
Dermatologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Dermatologists,['Histology or pathology specimen container']
Dermatologists,['Surgical punches or punch holders']
Dermatologists,['Electrosurgical or electrocautery accessories or attachments']
Dermatologists,['Surgical clamps or clips or forceps']
Dermatologists,['Cryosurgery units']
Dermatologists,['Surgical curettes or loops or curette sets']
Dermatologists,['Surgical lasers']
Dermatologists,['Dermatoscopes']
Dermatologists,['Desktop computers']
Dermatologists,['Electronic medical thermometers']
Dermatologists,['Digital cameras']
Dermatologists,['Medical or surgical suction or vacuum appliances']
Dermatologists,['Electrocardiography EKG units']
Dermatologists,['Medical syringes without needle']
Dermatologists,['Notebook computers']
Dermatologists,['Medical acoustic stethoscopes']
Dermatologists,['Medical exam or non surgical procedure gloves']
Dermatologists,['Surgical microscopes or loupes or magnifiers']
Dermatologists,['Surgical isolation or surgical masks']
Dermatologists,['Surgical nippers']
Dermatologists,['Surgical scissors']
Dermatologists,['Surgical dermatomes or dermabraders or dermameshers']
Dermatologists,['Nebulizers']
Dermatologists,['Ophthalmoscopes or otoscopes or scope sets']
Dermatologists,['Visible light radiators']
Dermatologists,['Pulse oximeter units']
Dermatologists,['Endoscopic hemostatic balloons or needles or tubes or accessories']
Dermatologists,['Surgical retraction hooks']
Dermatologists,['Mercury blood pressure units']
Dermatologists,['Surgical elevators or levers']
Dermatologists,['Surgical needle holders']
Dermatologists,['Surgical retractors']
Dermatologists,['Surgical scalpels or knives or blades or trephines']
Dermatologists,['Tablet computers']
Dermatologists,['Medical exam transilluminators']
Dermatologists,['Ultraviolet UV lamps']
Dermatologists,['Medical software']
Dermatologists,['Calendar and scheduling software']
Dermatologists,['Video conferencing software']
Dermatologists,['Electronic mail software']
Dermatologists,['Spreadsheet software']
Dermatologists,['Office suite software']
Dermatologists,['Word processing software']
Emergency Medicine Physicians,['Medical software']
Family Medicine Physicians,['Intubation forceps']
Family Medicine Physicians,['Diagnostic or interventional vascular catheters for general use']
Family Medicine Physicians,['Auditory function screening units']
Family Medicine Physicians,['Mobile medical services automated external defibrillators AED or hard paddles']
Family Medicine Physicians,['Infant scales']
Family Medicine Physicians,['Blood collection syringes']
Family Medicine Physicians,['Cervical collars or neck braces']
Family Medicine Physicians,['Colposcopes or vaginoscopes']
Family Medicine Physicians,['Surgical clamps or clips or forceps']
Family Medicine Physicians,['Cryosurgery units']
Family Medicine Physicians,['Surgical curettes or loops or curette sets']
Family Medicine Physicians,['Desktop computers']
Family Medicine Physicians,['Dictation machines']
Family Medicine Physicians,['Otological instruments']
Family Medicine Physicians,['Electrocardiography EKG units']
Family Medicine Physicians,['Electronic blood pressure units']
Family Medicine Physicians,['Electronic stethoscopes']
Family Medicine Physicians,['Electrosurgical or electrocautery equipment']
Family Medicine Physicians,['Surgical scissors']
Family Medicine Physicians,['Vacuum blood collection tubes or containers']
Family Medicine Physicians,['Medical ultrasound or doppler or echocardiograph transducer accessories']
Family Medicine Physicians,['Acute care fetal or maternal monitoring units']
Family Medicine Physicians,['Glucose monitors or meters']
Family Medicine Physicians,['Holter or wearable EKG monitoring systems or accessories']
Family Medicine Physicians,['Clinical incubators or infant warmers']
Family Medicine Physicians,['Intravenous tubing with catheter administration kits']
Family Medicine Physicians,['Specimen collection container']
Family Medicine Physicians,['Notebook computers']
Family Medicine Physicians,['Intubation laryngoscopes']
Family Medicine Physicians,['Mercury blood pressure units']
Family Medicine Physicians,['Medical acoustic stethoscopes']
Family Medicine Physicians,['Medical exam or non surgical procedure gloves']
Family Medicine Physicians,['Surgical lasers']
Family Medicine Physicians,['Surgical isolation or surgical masks']
Family Medicine Physicians,['Medical tuning forks']
Family Medicine Physicians,['Microscope slides']
Family Medicine Physicians,['Nasogastric tubes']
Family Medicine Physicians,['Medical oxygen masks or parts']
Family Medicine Physicians,['Resuscitation masks']
Family Medicine Physicians,['Reflex hammers or mallets']
Family Medicine Physicians,['Ophthalmoscopes or otoscopes or scope sets']
Family Medicine Physicians,['Orthopedic splint systems']
Family Medicine Physicians,['Oxygen therapy delivery system products']
Family Medicine Physicians,['Personal computers']
Family Medicine Physicians,['Personal digital assistant PDAs or organizers']
Family Medicine Physicians,['Pulse oximeter units']
Family Medicine Physicians,['Eye charts or vision cards']
Family Medicine Physicians,['Spirometers']
Family Medicine Physicians,['Irrigation or suction handpieces or cannulas or tips or catheters']
Family Medicine Physicians,['Medical or surgical suction or vacuum appliances']
Family Medicine Physicians,['Surgical gloves']
Family Medicine Physicians,['Surgical scalpels or knives or blades or trephines']
Family Medicine Physicians,['Suture needles']
Family Medicine Physicians,['Suture removers']
Family Medicine Physicians,['Tablet computers']
Family Medicine Physicians,['Tourniquets']
Family Medicine Physicians,['Medical ultrasound bone densitometers']
Family Medicine Physicians,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Family Medicine Physicians,['Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator']
Family Medicine Physicians,['Vaginal exam speculas']
Family Medicine Physicians,['Binocular vision test sets']
Family Medicine Physicians,['Medical software']
Family Medicine Physicians,['Accounting software']
Family Medicine Physicians,['Electronic mail software']
Family Medicine Physicians,['Information retrieval or search software']
Family Medicine Physicians,['Spreadsheet software']
Family Medicine Physicians,['Office suite software']
Family Medicine Physicians,['Calendar and scheduling software']
Family Medicine Physicians,['Internet browser software']
General Internal Medicine Physicians,['Intubation forceps']
General Internal Medicine Physicians,['Diagnostic or interventional vascular catheters for general use']
General Internal Medicine Physicians,['Auditory function screening units']
General Internal Medicine Physicians,['Mobile medical services automated external defibrillators AED or hard paddles']
General Internal Medicine Physicians,['Blood collection syringes']
General Internal Medicine Physicians,['Colposcopes or vaginoscopes']
General Internal Medicine Physicians,['Cryosurgery units']
General Internal Medicine Physicians,['Surgical curettes or loops or curette sets']
General Internal Medicine Physicians,['Desktop computers']
General Internal Medicine Physicians,['Dictation machines']
General Internal Medicine Physicians,['Surgical clamps or clips or forceps']
General Internal Medicine Physicians,['Otological instruments']
General Internal Medicine Physicians,['Electrocardiography EKG units']
General Internal Medicine Physicians,['Electronic blood pressure units']
General Internal Medicine Physicians,['Electrosurgical or electrocautery equipment']
General Internal Medicine Physicians,['Endoscopic instrument sets']
General Internal Medicine Physicians,['Glucose monitors or meters']
General Internal Medicine Physicians,['Holter or wearable EKG monitoring systems or accessories']
General Internal Medicine Physicians,['Specimen collection container']
General Internal Medicine Physicians,['Notebook computers']
General Internal Medicine Physicians,['Mercury blood pressure units']
General Internal Medicine Physicians,['Medical acoustic stethoscopes']
General Internal Medicine Physicians,['Medical exam or non surgical procedure gloves']
General Internal Medicine Physicians,['Surgical lasers']
General Internal Medicine Physicians,['Medical tuning forks']
General Internal Medicine Physicians,['Microscope slides']
General Internal Medicine Physicians,['Nasogastric tubes']
General Internal Medicine Physicians,['Reflex hammers or mallets']
General Internal Medicine Physicians,['Surgical scissors']
General Internal Medicine Physicians,['Ophthalmoscopes or otoscopes or scope sets']
General Internal Medicine Physicians,['Orthopedic splint systems']
General Internal Medicine Physicians,['Personal computers']
General Internal Medicine Physicians,['Personal digital assistant PDAs or organizers']
General Internal Medicine Physicians,['Pulse oximeter units']
General Internal Medicine Physicians,['Eye charts or vision cards']
General Internal Medicine Physicians,['Spirometers']
General Internal Medicine Physicians,['Irrigation or suction handpieces or cannulas or tips or catheters']
General Internal Medicine Physicians,['Medical or surgical suction or vacuum appliances']
General Internal Medicine Physicians,['Surgical scalpels or knives or blades or trephines']
General Internal Medicine Physicians,['Suture removers']
General Internal Medicine Physicians,['Tablet computers']
General Internal Medicine Physicians,['Medical ultrasound bone densitometers']
General Internal Medicine Physicians,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
General Internal Medicine Physicians,['Vaginal exam speculas']
General Internal Medicine Physicians,['Resuscitation masks']
General Internal Medicine Physicians,['Binocular vision test sets']
General Internal Medicine Physicians,['Medical software']
General Internal Medicine Physicians,['Accounting software']
General Internal Medicine Physicians,['Electronic mail software']
General Internal Medicine Physicians,['Information retrieval or search software']
General Internal Medicine Physicians,['Spreadsheet software']
General Internal Medicine Physicians,['Internet browser software']
General Internal Medicine Physicians,['Office suite software']
General Internal Medicine Physicians,['Calendar and scheduling software']
Neurologists,['Evoked response detectors']
Neurologists,['Neurological diagnostic sets']
Neurologists,['Auditory function screening units']
Neurologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Neurologists,['Electronic blood pressure units']
Neurologists,['Reflex hammers or mallets']
Neurologists,['Biofeedback devices']
Neurologists,['Infrared spectrometers']
Neurologists,['Medical computed tomography CT or CAT scanners or tubes']
Neurologists,['Medical exam penlights or flashlights']
Neurologists,['Medical tuning forks']
Neurologists,['Digital voice recorders']
Neurologists,['Digital camcorders or video cameras']
Neurologists,['Electroconvulsive devices']
Neurologists,['Electroencephalographic spectrum analyzers']
Neurologists,['Electroencephalograph EEGs']
Neurologists,['Medical computed tomography CT or CAT ultrafast system components']
Neurologists,['Electronic stethoscopes']
Neurologists,['Transcutaneous electric nerve stimulation units']
Neurologists,['Magnetotherapy pulse stimulators']
Neurologists,['Medical magnetic resonance imaging MRI stationary units']
Neurologists,['Ophthalmoscopes or otoscopes or scope sets']
Neurologists,['High frequency electromagnetic wave stimulators']
Neurologists,['Medical exam or procedure tables for general use']
Neurologists,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Neurologists,['Neurological discriminators']
Neurologists,['Medical software']
Neurologists,['Electronic mail software']
Neurologists,['Spreadsheet software']
Neurologists,['Office suite software']
Neurologists,['Presentation software']
Neurologists,['Word processing software']
Obstetricians and Gynecologists,['Surgical clamps or clips or forceps']
Obstetricians and Gynecologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Obstetricians and Gynecologists,['Infant scales']
Obstetricians and Gynecologists,['Surgical scissors']
Obstetricians and Gynecologists,['Electrosurgical or electrocautery equipment']
Obstetricians and Gynecologists,['Blood collection syringes']
Obstetricians and Gynecologists,['Surgical retractors']
Obstetricians and Gynecologists,['Colposcopes or vaginoscopes']
Obstetricians and Gynecologists,['Cryosurgery units']
Obstetricians and Gynecologists,['Surgical needle holders']
Obstetricians and Gynecologists,['Desktop computers']
Obstetricians and Gynecologists,['Electrocardiography EKG units']
Obstetricians and Gynecologists,['Electronic blood pressure units']
Obstetricians and Gynecologists,['Electronic stethoscopes']
Obstetricians and Gynecologists,['Vacuum blood collection tubes or containers']
Obstetricians and Gynecologists,['Medical ultrasound or doppler or echocardiograph transducer accessories']
Obstetricians and Gynecologists,['Acute care fetal or maternal monitoring units']
Obstetricians and Gynecologists,['Uterine devices']
Obstetricians and Gynecologists,['Medical oxygen masks or parts']
Obstetricians and Gynecologists,['Clinical incubators or infant warmers']
Obstetricians and Gynecologists,['Intrauterine catheters or catheterization kits']
Obstetricians and Gynecologists,['Intravenous tubing with catheter administration kits']
Obstetricians and Gynecologists,['Specimen collection container']
Obstetricians and Gynecologists,['Laparoscopes or laparoscopic telescopes']
Obstetricians and Gynecologists,['Notebook computers']
Obstetricians and Gynecologists,['Intubation laryngoscopes']
Obstetricians and Gynecologists,['Intubation forceps']
Obstetricians and Gynecologists,['Mercury blood pressure units']
Obstetricians and Gynecologists,['Lap mayo trays or mayo stands for surgical use']
Obstetricians and Gynecologists,['Medical acoustic stethoscopes']
Obstetricians and Gynecologists,['Surgical lasers']
Obstetricians and Gynecologists,['Surgical isolation or surgical masks']
Obstetricians and Gynecologists,['Medical staplers for internal use']
Obstetricians and Gynecologists,['Microscope slides']
Obstetricians and Gynecologists,['Reflex hammers or mallets']
Obstetricians and Gynecologists,['Ophthalmoscopes or otoscopes or scope sets']
Obstetricians and Gynecologists,['Oxygen therapy delivery system products']
Obstetricians and Gynecologists,['Surgical calipers or rulers or protractors']
Obstetricians and Gynecologists,['Personal computers']
Obstetricians and Gynecologists,['Personal digital assistant PDAs or organizers']
Obstetricians and Gynecologists,['Pulse oximeter units']
Obstetricians and Gynecologists,['Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator']
Obstetricians and Gynecologists,['Surgical drapes']
Obstetricians and Gynecologists,['Surgical gloves']
Obstetricians and Gynecologists,['Surgical microscopes or loupes or magnifiers']
Obstetricians and Gynecologists,['Surgical probes or directors']
Obstetricians and Gynecologists,['Surgical power equipment sets']
Obstetricians and Gynecologists,['Surgical scalpels or knives or blades or trephines']
Obstetricians and Gynecologists,['Skin staple removers or kits']
Obstetricians and Gynecologists,['Suture needles']
Obstetricians and Gynecologists,['Suture removers']
Obstetricians and Gynecologists,['Tablet computers']
Obstetricians and Gynecologists,['Tourniquets']
Obstetricians and Gynecologists,['Medical ultrasound bone densitometers']
Obstetricians and Gynecologists,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Obstetricians and Gynecologists,['Surgical curettes or loops or curette sets']
Obstetricians and Gynecologists,['Surgical depressors']
Obstetricians and Gynecologists,['Surgical dilators']
Obstetricians and Gynecologists,['Surgical manipulating instruments']
Obstetricians and Gynecologists,['Surgical sounds']
Obstetricians and Gynecologists,['Vaginal exam speculas']
Obstetricians and Gynecologists,['Medical ultrasound or doppler or echocardiograph probes']
Obstetricians and Gynecologists,['Medical software']
Obstetricians and Gynecologists,['Electronic mail software']
Obstetricians and Gynecologists,['Spreadsheet software']
Obstetricians and Gynecologists,['Office suite software']
Obstetricians and Gynecologists,['Calendar and scheduling software']
Obstetricians and Gynecologists,['Internet browser software']
Obstetricians and Gynecologists,['Word processing software']
"Pediatricians, General",['Oxygen air blenders']
"Pediatricians, General",['Arterial line catheters']
"Pediatricians, General",['Auditory function screening units']
"Pediatricians, General",['Mobile medical services automated external defibrillators AED or hard paddles']
"Pediatricians, General",['Infant scales']
"Pediatricians, General",['Blood collection syringes']
"Pediatricians, General",['Patient carbon dioxide detectors']
"Pediatricians, General",['Cervical collars or neck braces']
"Pediatricians, General",['Medical oxygen masks or parts']
"Pediatricians, General",['Mercury blood pressure units']
"Pediatricians, General",['Surgical clamps or clips or forceps']
"Pediatricians, General",['Surgical curettes or loops or curette sets']
"Pediatricians, General",['Desktop computers']
"Pediatricians, General",['Otological instruments']
"Pediatricians, General",['Electrocardiography EKG units']
"Pediatricians, General",['Electronic blood pressure units']
"Pediatricians, General",['Electronic stethoscopes']
"Pediatricians, General",['End tidal carbon dioxide monitors']
"Pediatricians, General",['Endotracheal tubes']
"Pediatricians, General",['Vacuum blood collection tubes or containers']
"Pediatricians, General",['Surgical isolation or surgical masks']
"Pediatricians, General",['Medical ultrasound or doppler or echocardiograph transducer accessories']
"Pediatricians, General",['Acute care fetal or maternal monitoring units']
"Pediatricians, General",['Glucose monitors or meters']
"Pediatricians, General",['Endoscopic hemostatic balloons or needles or tubes or accessories']
"Pediatricians, General",['Intubation laryngoscopes']
"Pediatricians, General",['Clinical incubators or infant warmers']
"Pediatricians, General",['Intravenous tubing with catheter administration kits']
"Pediatricians, General",['Intubation stylets']
"Pediatricians, General",['Notebook computers']
"Pediatricians, General",['Medical acoustic stethoscopes']
"Pediatricians, General",['Medical bulb syringes']
"Pediatricians, General",['Medical exam or non surgical procedure gloves']
"Pediatricians, General",['Medical syringes without needle']
"Pediatricians, General",['Medical tuning forks']
"Pediatricians, General",['Nasopharyngeal tubes or airways']
"Pediatricians, General",['Resuscitation masks']
"Pediatricians, General",['Reflex hammers or mallets']
"Pediatricians, General",['Respiratory monitoring kits']
"Pediatricians, General",['Surgical scissors']
"Pediatricians, General",['Ophthalmoscopes or otoscopes or scope sets']
"Pediatricians, General",['Pharyngeal airways or airways kits']
"Pediatricians, General",['Orthopedic splint systems']
"Pediatricians, General",['Oxygen therapy delivery system products']
"Pediatricians, General",['Respiratory monitoring kit accessories']
"Pediatricians, General",['Bronchoscopes']
"Pediatricians, General",['Endoscopic equipment sets']
"Pediatricians, General",['Intubation forceps']
"Pediatricians, General",['Nebulizers']
"Pediatricians, General",['Pulse oximeter units']
"Pediatricians, General",['Spirometers']
"Pediatricians, General",['Personal computers']
"Pediatricians, General",['Personal digital assistant PDAs or organizers']
"Pediatricians, General",['Ultraviolet UV lamps']
"Pediatricians, General",['Transport ventilators']
"Pediatricians, General",['Diagnostic or interventional vascular catheters for general use']
"Pediatricians, General",['Eye charts or vision cards']
"Pediatricians, General",['Irrigation or suction handpieces or cannulas or tips or catheters']
"Pediatricians, General",['Medical or surgical suction or vacuum appliances']
"Pediatricians, General",['Surgical scalpels or knives or blades or trephines']
"Pediatricians, General",['Suture needles']
"Pediatricians, General",['Suture removers']
"Pediatricians, General",['Tablet computers']
"Pediatricians, General",['Chest tubes']
"Pediatricians, General",['Tourniquets']
"Pediatricians, General",['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
"Pediatricians, General",['Binocular vision test sets']
"Pediatricians, General",['Medical software']
"Pediatricians, General",['Information retrieval or search software']
"Pediatricians, General",['Electronic mail software']
"Pediatricians, General",['Data base user interface and query software']
"Pediatricians, General",['Calendar and scheduling software']
"Pediatricians, General",['Internet browser software']
"Physicians, Pathologists",['Albuminometers']
"Physicians, Pathologists",['Specimen holders']
"Physicians, Pathologists",['Analytical balances']
"Physicians, Pathologists",['Immunology analyzers']
"Physicians, Pathologists",['Dropping pipettes']
"Physicians, Pathologists",['Histology or cytology slide stainers']
"Physicians, Pathologists",['Biopsy needles']
"Physicians, Pathologists",['Specialty plates for bacteria']
"Physicians, Pathologists",['Shaking incubators']
"Physicians, Pathologists",['Blood gas analyzers']
"Physicians, Pathologists",['Irradiation gamma sources']
"Physicians, Pathologists",['Surgical bone biopsy trephines']
"Physicians, Pathologists",['Calorimeters']
"Physicians, Pathologists",['Capillary or hematocrit tubes']
"Physicians, Pathologists",['Benchtop centrifuges']
"Physicians, Pathologists",['Facial shields']
"Physicians, Pathologists",['Chemistry analyzers']
"Physicians, Pathologists",['Vacuum blood collection tubes or containers']
"Physicians, Pathologists",['Coagulation analyzers']
"Physicians, Pathologists",['Desktop computers']
"Physicians, Pathologists",['Digital cameras']
"Physicians, Pathologists",['Photo attachments for microscopes']
"Physicians, Pathologists",['Electron microscopes']
"Physicians, Pathologists",['Electrophoresis system accessories']
"Physicians, Pathologists",['Eyewashers or eye wash stations']
