Title,Tech Skills
Geothermal Production Managers,['Diesel generators']
Geothermal Production Managers,['Forklifts']
Geothermal Production Managers,['Notebook computers']
Geothermal Production Managers,['Water pumps']
Geothermal Production Managers,['Tower cranes']
Geothermal Production Managers,['Two way radios']
Geothermal Production Managers,['Special purpose telephones']
Geothermal Production Managers,['Personal computers']
Geothermal Production Managers,['Microcontrollers']
Geothermal Production Managers,['Data base user interface and query software']
Geothermal Production Managers,['Spreadsheet software']
Geothermal Production Managers,['Office suite software']
Geothermal Production Managers,['Electronic mail software']
Geothermal Production Managers,['Word processing software']
Geothermal Production Managers,['Calendar and scheduling software']
Biofuels Production Managers,['Air samplers or collectors']
Biofuels Production Managers,['Ball valves']
Biofuels Production Managers,['Belt conveyors']
Biofuels Production Managers,['Desktop computers']
Biofuels Production Managers,['Respirators']
Biofuels Production Managers,['Clock timers']
Biofuels Production Managers,['Alarm systems']
Biofuels Production Managers,['Standard fermentation units']
Biofuels Production Managers,['Control valves']
Biofuels Production Managers,['Forklifts']
Biofuels Production Managers,['Gate valves']
Biofuels Production Managers,['Laboratory graduated cylinders']
Biofuels Production Managers,['Laboratory mechanical convection ovens']
Biofuels Production Managers,['Hand pumps']
Biofuels Production Managers,['Spill kits']
Biofuels Production Managers,['Two way radios']
Biofuels Production Managers,['Moisture meters']
Biofuels Production Managers,['Test sieves']
Biofuels Production Managers,['Personal computers']
Biofuels Production Managers,['pH meters']
Biofuels Production Managers,['Laboratory flasks']
Biofuels Production Managers,['Plant samples analysis equipment']
Biofuels Production Managers,['Respiration air supplying self contained breathing apparatus or accessories']
Biofuels Production Managers,['Globe valves']
Biofuels Production Managers,['Document management software']
Biofuels Production Managers,['Computer aided design CAD software']
Biofuels Production Managers,['Facilities management software']
Biofuels Production Managers,['Industrial control software']
Biofuels Production Managers,['Calendar and scheduling software']
Biofuels Production Managers,['Inventory management software']
Biofuels Production Managers,['Spreadsheet software']
Biofuels Production Managers,['Office suite software']
Biofuels Production Managers,['Electronic mail software']
Biofuels Production Managers,['Presentation software']
Biofuels Production Managers,['Word processing software']
Biofuels Production Managers,['Internet browser software']
