Module Code,Faculty
CE5104B,College of Design and Engineering
CE5104QA,College of Design and Engineering
CE5104QB,College of Design and Engineering
CE5105,College of Design and Engineering
CE5106,College of Design and Engineering
CE5106A,College of Design and Engineering
CE5106B,College of Design and Engineering
CE5106QA,College of Design and Engineering
CE5106QB,College of Design and Engineering
CE5107,College of Design and Engineering
CE5107A,College of Design and Engineering
CE5107B,College of Design and Engineering
CE5107QA,College of Design and Engineering
CE5107QB,College of Design and Engineering
CE5108,College of Design and Engineering
CE5108A,College of Design and Engineering
CE5108B,College of Design and Engineering
CE5108QA,College of Design and Engineering
CE5108QB,College of Design and Engineering
CE5110,College of Design and Engineering
CE5111,College of Design and Engineering
CE5112,College of Design and Engineering
CE5113,College of Design and Engineering
CE5113A,College of Design and Engineering
CE5113B,College of Design and Engineering
CE5113QA,College of Design and Engineering
CE5113QB,College of Design and Engineering
CE5203,College of Design and Engineering
CE5204,College of Design and Engineering
CE5205,College of Design and Engineering
CE5206,College of Design and Engineering
CE5208,College of Design and Engineering
CE5209,College of Design and Engineering
CE5210,College of Design and Engineering
CE5211,College of Design and Engineering
CE5212,College of Design and Engineering
CE5214QA,College of Design and Engineering
CE5214QB,College of Design and Engineering
CE5307,College of Design and Engineering
CE5307A,College of Design and Engineering
CE5307AQA,College of Design and Engineering
CE5307B,College of Design and Engineering
CE5307BQB,College of Design and Engineering
CE5307C,College of Design and Engineering
CE5308,College of Design and Engineering
CE5308A,College of Design and Engineering
CE5308B,College of Design and Engineering
CE5308QA,College of Design and Engineering
CE5308QB,College of Design and Engineering
CE5310,College of Design and Engineering
CE5310AB,College of Design and Engineering
CE5311,College of Design and Engineering
CE5312,College of Design and Engineering
CE5312AB,College of Design and Engineering
CE5313,College of Design and Engineering
CE5314,College of Design and Engineering
CE5315,College of Design and Engineering
CE5315AB,College of Design and Engineering
CE5316A,College of Design and Engineering
CE5316B,College of Design and Engineering
CE5316QA,College of Design and Engineering
CE5316QB,College of Design and Engineering
CE5317A,College of Design and Engineering
CE5317B,College of Design and Engineering
CE5317QA,College of Design and Engineering
CE5317QB,College of Design and Engineering
CE5318,College of Design and Engineering
CE5318AB,College of Design and Engineering
CE5319,College of Design and Engineering
CE5320,College of Design and Engineering
CE5377,College of Design and Engineering
CE5403,College of Design and Engineering
CE5405,College of Design and Engineering
CE5408,College of Design and Engineering
CE5504,College of Design and Engineering
CE5505,College of Design and Engineering
CE5509,College of Design and Engineering
CE5509A,College of Design and Engineering
CE5509B,College of Design and Engineering
CE5509QA,College of Design and Engineering
CE5509QB,College of Design and Engineering
CE5510,College of Design and Engineering
CE5510A,College of Design and Engineering
CE5510B,College of Design and Engineering
CE5510QA,College of Design and Engineering
CE5510QB,College of Design and Engineering
CE5513,College of Design and Engineering
CE5514,College of Design and Engineering
CE5515,College of Design and Engineering
CE5516,College of Design and Engineering
CE5516A,College of Design and Engineering
CE5516B,College of Design and Engineering
CE5516QA,College of Design and Engineering
CE5516QB,College of Design and Engineering
CE5603,College of Design and Engineering
CE5604,College of Design and Engineering
CE5610,College of Design and Engineering
CE5610A,College of Design and Engineering
CE5610B,College of Design and Engineering
CE5610QA,College of Design and Engineering
CE5610QB,College of Design and Engineering
CE5611,College of Design and Engineering
CE5611A,College of Design and Engineering
CE5611B,College of Design and Engineering
CE5611QA,College of Design and Engineering
CE5611QB,College of Design and Engineering
CE5666,College of Design and Engineering
CE5701A,College of Design and Engineering
CE5702,College of Design and Engineering
CE5716,College of Design and Engineering
CE5716A,College of Design and Engineering
CE5716QA,College of Design and Engineering
CE5717,College of Design and Engineering
CE5717B,College of Design and Engineering
CE5717QB,College of Design and Engineering
CE5718A,College of Design and Engineering
CE5718B,College of Design and Engineering
CE5718QA,College of Design and Engineering
CE5718QB,College of Design and Engineering
CE5719A,College of Design and Engineering
CE5719B,College of Design and Engineering
CE5719QA,College of Design and Engineering
CE5719QB,College of Design and Engineering
CE5720A,College of Design and Engineering
CE5720B,College of Design and Engineering
CE5720QA,College of Design and Engineering
CE5720QB,College of Design and Engineering
CE5721A,College of Design and Engineering
CE5721B,College of Design and Engineering
CE5721QA,College of Design and Engineering
CE5721QB,College of Design and Engineering
CE5803,College of Design and Engineering
CE5804,College of Design and Engineering
CE5805,College of Design and Engineering
CE5805A,College of Design and Engineering
CE5805B,College of Design and Engineering
CE5805QA,College of Design and Engineering
CE5805QB,College of Design and Engineering
CE5806,College of Design and Engineering
CE5806A,College of Design and Engineering
CE5806B,College of Design and Engineering
CE5806QA,College of Design and Engineering
CE5806QB,College of Design and Engineering
CE5807,College of Design and Engineering
CE5807A,College of Design and Engineering
CE5807B,College of Design and Engineering
CE5807QA,College of Design and Engineering
CE5807QB,College of Design and Engineering
CE5808,College of Design and Engineering
CE5808A,College of Design and Engineering
CE5808B,College of Design and Engineering
CE5808QA,College of Design and Engineering
CE5808QB,College of Design and Engineering
CE5809,College of Design and Engineering
CE5880,College of Design and Engineering
CE5881,College of Design and Engineering
CE5883A,College of Design and Engineering
CE5883B,College of Design and Engineering
CE5885,College of Design and Engineering
CE5885A,College of Design and Engineering
CE5886,College of Design and Engineering
CE5999,College of Design and Engineering
CE6001,College of Design and Engineering
CE6002,College of Design and Engineering
CE6003,College of Design and Engineering
CE6006,College of Design and Engineering
CE6077A,College of Design and Engineering
CE6077B,College of Design and Engineering
CE6077C,College of Design and Engineering
CE6077QA,College of Design and Engineering
CE6077QB,College of Design and Engineering
CE6077QC,College of Design and Engineering
CE6101,College of Design and Engineering
CE6102,College of Design and Engineering
CE6403,College of Design and Engineering
CE6601,College of Design and Engineering
CE6705,College of Design and Engineering
CE6999,College of Design and Engineering
CEG5001,College of Design and Engineering
CEG5002,College of Design and Engineering
CEG5003,College of Design and Engineering
CEG5101,College of Design and Engineering
CEG5102,College of Design and Engineering
CEG5103,College of Design and Engineering
CEG5104,College of Design and Engineering
CEG5201,College of Design and Engineering
CEG5202,College of Design and Engineering
CEG5203,College of Design and Engineering
CEG5204,College of Design and Engineering
CEG5205,College of Design and Engineering
CEG5301,College of Design and Engineering
CEG5302,College of Design and Engineering
CEG5303,College of Design and Engineering
CEG5304,College of Design and Engineering
CFA1101A,YST Conservatory of Music
CFA1101B,YST Conservatory of Music
CFA1111A,YST Conservatory of Music
CFA1111B,YST Conservatory of Music
CFA2101A,YST Conservatory of Music
CFA2101B,YST Conservatory of Music
CFA2111A,YST Conservatory of Music
CFA2111B,YST Conservatory of Music
CFA3101,YST Conservatory of Music
CFA3121,YST Conservatory of Music
CFA3160,YST Conservatory of Music
CFG1002,NUS
CFG1003,NUS
CFG1004,NUS
CFG1500,NUS
CFG1600,NUS
CFG2002,NUS
CFG2002CN,NUS
CFG2002I,NUS
CFG2002ID,NUS
CFG2002IN,NUS
CFG2002KH,NUS
CFG2002MY,NUS
CFG2002SA,NUS
CFG2002T,NUS
CFG2002TH,NUS
CFG2002V,NUS
CFG2002VN,NUS
CFG2100,NUS
CFG2101,NUS
CFG2600A,NUS
CFG2600B,NUS
CFG2600C,NUS
CFG2600D,NUS
CFG2600E,NUS
CFG2600F,NUS
CFG2600G,NUS
CFG2600H,NUS
CFG2600I,NUS
CFG3001,NUS
CG1111A,Multi Disciplinary Programme
CG2023,Multi Disciplinary Programme
CG2027,Multi Disciplinary Programme
CG2028,Multi Disciplinary Programme
CG2111A,Multi Disciplinary Programme
CG2271,Multi Disciplinary Programme
CG3002,Multi Disciplinary Programme
CG3207,Multi Disciplinary Programme
CG4001,Multi Disciplinary Programme
CG4002,Multi Disciplinary Programme
CG4003,Multi Disciplinary Programme
CH1101E,Arts and Social Science
CH1101S,Arts and Social Science
CH2121,Arts and Social Science
CH2121S,Arts and Social Science
CH2141,Arts and Social Science
CH2161,Arts and Social Science
CH2162,Arts and Social Science
CH2221,Arts and Social Science
CH2221S,Arts and Social Science
CH2222,Arts and Social Science
CH2223,Arts and Social Science
CH2226,Arts and Social Science
CH2228,Arts and Social Science
CH2241,Arts and Social Science
CH2242,Arts and Social Science
CH2243,Arts and Social Science
CH2245,Arts and Social Science
CH2246,Arts and Social Science
CH2247,Arts and Social Science
CH2248,Arts and Social Science
CH2252,Arts and Social Science
CH2274,Arts and Social Science
CH2275,Arts and Social Science
CH2276,Arts and Social Science
CH2291,Arts and Social Science
CH2292,Arts and Social Science
CH2292A,Arts and Social Science
CH2293,Arts and Social Science
CH2294,Arts and Social Science
CH2295,Arts and Social Science
CH2299,Arts and Social Science
CH2390,Arts and Social Science
CH2391,Arts and Social Science
CH2392,Arts and Social Science
CH2393,Arts and Social Science
CH3221,Arts and Social Science
CH3222,Arts and Social Science
CH3223,Arts and Social Science
CH3225,Arts and Social Science
CH3226,Arts and Social Science
CH3228,Arts and Social Science
CH3229,Arts and Social Science
CH3230,Arts and Social Science
CH3231,Arts and Social Science
CH3243,Arts and Social Science
CH3243S,Arts and Social Science
CH3244,Arts and Social Science
CH3245,Arts and Social Science
CH3246,Arts and Social Science
CH3248,Arts and Social Science
CH3253,Arts and Social Science
CH3255,Arts and Social Science
CH3261,Arts and Social Science
CH3271,Arts and Social Science
CH3273,Arts and Social Science
CH3291,Arts and Social Science
CH3292,Arts and Social Science
CH3293,Arts and Social Science
CH3294,Arts and Social Science
CH3295,Arts and Social Science
CH3296,Arts and Social Science
CH3298,Arts and Social Science
CH3299,Arts and Social Science
CH3550,Arts and Social Science
CH3551,Arts and Social Science
CH3551R,Arts and Social Science
CH3881,Arts and Social Science
CH3882,Arts and Social Science
CH3883,Arts and Social Science
CH4201,Arts and Social Science
CH4201HM,Arts and Social Science
CH4202,Arts and Social Science
CH4202HM,Arts and Social Science
CH4203,Arts and Social Science
CH4203HM,Arts and Social Science
CH4204,Arts and Social Science
CH4204HM,Arts and Social Science
CH4205,Arts and Social Science
CH4205HM,Arts and Social Science
CH4206,Arts and Social Science
CH4206HM,Arts and Social Science
CH4207,Arts and Social Science
CH4207HM,Arts and Social Science
CH4222,Arts and Social Science
CH4222HM,Arts and Social Science
CH4223,Arts and Social Science
CH4223HM,Arts and Social Science
CH4224,Arts and Social Science
CH4224HM,Arts and Social Science
CH4226,Arts and Social Science
CH4226HM,Arts and Social Science
CH4227,Arts and Social Science
CH4227HM,Arts and Social Science
CH4242,Arts and Social Science
CH4242HM,Arts and Social Science
CH4243,Arts and Social Science
CH4243HM,Arts and Social Science
CH4244,Arts and Social Science
CH4244HM,Arts and Social Science
CH4247,Arts and Social Science
CH4247HM,Arts and Social Science
CH4251,Arts and Social Science
CH4251HM,Arts and Social Science
CH4261,Arts and Social Science
CH4261HM,Arts and Social Science
CH4262,Arts and Social Science
CH4262HM,Arts and Social Science
CH4281,Arts and Social Science
CH4281HM,Arts and Social Science
CH4401,Arts and Social Science
CH4401HM,Arts and Social Science
CH4660,Arts and Social Science
CH4660HM,Arts and Social Science
CH4742,Arts and Social Science
CH4881,Arts and Social Science
CH4881HM,Arts and Social Science
CH4882,Arts and Social Science
CH4882A,Arts and Social Science
CH4882AHM,Arts and Social Science
CH4882HM,Arts and Social Science
CH4883,Arts and Social Science
CH4883HM,Arts and Social Science
CH5209,Arts and Social Science
CH5209R,Arts and Social Science
CH5210,Arts and Social Science
CH5210R,Arts and Social Science
CH5211,Arts and Social Science
CH5211R,Arts and Social Science
CH5212,Arts and Social Science
CH5212R,Arts and Social Science
CH5213,Arts and Social Science
CH5213R,Arts and Social Science
CH5222,Arts and Social Science
CH5222R,Arts and Social Science
CH5223,Arts and Social Science
CH5223R,Arts and Social Science
CH5224,Arts and Social Science
CH5224R,Arts and Social Science
CH5242,Arts and Social Science
CH5242R,Arts and Social Science
CH5243,Arts and Social Science
CH5243R,Arts and Social Science
CH5244,Arts and Social Science
CH5244R,Arts and Social Science
CH5245,Arts and Social Science
CH5245R,Arts and Social Science
CH5246,Arts and Social Science
CH5246R,Arts and Social Science
CH5247,Arts and Social Science
CH5247R,Arts and Social Science
CH5248,Arts and Social Science
CH5248R,Arts and Social Science
CH5660,Arts and Social Science
CH5880,Arts and Social Science
CH5880R,Arts and Social Science
CH6201,Arts and Social Science
CH6202,Arts and Social Science
CH6203,Arts and Social Science
CH6221,Arts and Social Science
CH6226,Arts and Social Science
CH6227,Arts and Social Science
CH6241,Arts and Social Science
CH6243,Arts and Social Science
CH6245,Arts and Social Science
CH6246,Arts and Social Science
CH6247,Arts and Social Science
CH6248,Arts and Social Science
CH6249,Arts and Social Science
CH6250,Arts and Social Science
CH6251,Arts and Social Science
CH6252,Arts and Social Science
CH6261,Arts and Social Science
CH6262,Arts and Social Science
CH6263,Arts and Social Science
CH6770,Arts and Social Science
CHC5101,Arts and Social Science
CHC5102,Arts and Social Science
CHC5301,Arts and Social Science
CHC5302,Arts and Social Science
CHC5303,Arts and Social Science
CHC5304,Arts and Social Science
CHC5305,Arts and Social Science
CHC5306,Arts and Social Science
CHC5307,Arts and Social Science
CHC5308,Arts and Social Science
CHC5309,Arts and Social Science
CHC5310,Arts and Social Science
CHC5311,Arts and Social Science
CHC5312,Arts and Social Science
CHC5313,Arts and Social Science
CHC5314,Arts and Social Science
CHC5315,Arts and Social Science
CHC5316,Arts and Social Science
CHC5317,Arts and Social Science
CHC5318,Arts and Social Science
CHC5319,Arts and Social Science
CHC5320,Arts and Social Science
CHC5321,Arts and Social Science
CHC5322,Arts and Social Science
CHC5323,Arts and Social Science
CHC5324,Arts and Social Science
CHC5325,Arts and Social Science
CHC5326,Arts and Social Science
CHC5327,Arts and Social Science
CHC5330,Arts and Social Science
CHC5331,Arts and Social Science
CHC5332,Arts and Social Science
CHC5333,Arts and Social Science
CHC5334,Arts and Social Science
CHC5335,Arts and Social Science
CHC5336,Arts and Social Science
CHC5337,Arts and Social Science
CHC5338,Arts and Social Science
CHC5339,Arts and Social Science
CHC5340,Arts and Social Science
CHC5341,Arts and Social Science
CHC5342,Arts and Social Science
CHC5343,Arts and Social Science
CHC5344,Arts and Social Science
CHC5345,Arts and Social Science
CHC5346,Arts and Social Science
CHC5347,Arts and Social Science
CHC5348,Arts and Social Science
CK3550,Arts and Social Science
CL1101E,Arts and Social Science
CL1101S,Arts and Social Science
CL2101,Arts and Social Science
CL2101S,Arts and Social Science
CL2102,Arts and Social Science
CL2103,Arts and Social Science
CL2103S,Arts and Social Science
CL2207,Arts and Social Science
CL2291,Arts and Social Science
CL3104,Arts and Social Science
CL3104S,Arts and Social Science
CL3201,Arts and Social Science
CL3202,Arts and Social Science
CL3203,Arts and Social Science
CL3204,Arts and Social Science
CL3205,Arts and Social Science
CL3206,Arts and Social Science
CL3207,Arts and Social Science
CL3208,Arts and Social Science
CL3210,Arts and Social Science
CL3211,Arts and Social Science
CL3213,Arts and Social Science
CL3214,Arts and Social Science
CL3215,Arts and Social Science
CL3217,Arts and Social Science
CL3218,Arts and Social Science
CL3550,Arts and Social Science
CL3551,Arts and Social Science
CLC1101,NUS
CLC2101,NUS
CLC2201,NUS
CLC2202,NUS
CLC2203,NUS
CLC2204,NUS
CLC3301,NUS
CLC3302,NUS
CLC3303,NUS
CLC3304,NUS
CLC3304A,NUS
CLC3305,NUS
CLC3306,NUS
CLC3307,NUS
CLC3308,NUS
CM1102,Science
CM1111,Science
CM1121,Science
CM1131,Science
CM1191,Science
CM1417,Science
CM1417X,Science
CM2101,Science
CM2111,Science
CM2112,Science
CM2121,Science
CM2122,Science
CM2133,Science
CM2142,Science
CM2143,Science
CM2191,Science
CM2192,Science
CM2288,Science
CM2288R,Science
CM2289,Science
CM2289R,Science
CM2310,Science
CM2312,Science
CM2313,Science
CM3111,Science
CM3121,Science
CM3131,Science
CM3141,Science
CM3191,Science
CM3192,Science
CM3201,Science
CM3211,Science
CM3212,Science
CM3221,Science
CM3222,Science
CM3225,Science
CM3231,Science
CM3232,Science
CM3241,Science
CM3242,Science
CM3251,Science
CM3252,Science
CM3253,Science
CM3261,Science
CM3267,Science
CM3288,Science
CM3288N,Science
CM3288NR,Science
CM3288R,Science
CM3289,Science
CM3289N,Science
CM3289NR,Science
CM3289R,Science
CM3291,Science
CM3292,Science
CM3295,Science
CM3296,Science
CM3310,Science
CM3311,Science
CM3312,Science
CM3313,Science
CM4199A,Science
CM4211,Science
CM4212,Science
CM4214,Science
CM4215,Science
CM4225,Science
CM4227,Science
CM4228,Science
CM4236,Science
CM4237,Science
CM4238,Science
CM4241,Science
CM4242,Science
CM4251,Science
CM4252,Science
CM4253,Science
CM4254,Science
CM4258,Science
CM4261,Science
CM4267,Science
CM4269,Science
CM4271,Science
CM4273,Science
CM4274,Science
CM4282,Science
CM4288,Science
CM4299,Science
CM4310,Science
CM5100,Science
CM5100A,Science
CM5100D,Science
CM5101,Science
CM5102,Science
CM5103,Science
CM5103D,Science
CM5104,Science
CM5151,Science
CM5152,Science
CM5161,Science
CM5198,Science
CM5199,Science
CM5211,Science
CM5212,Science
CM5221,Science
CM5223,Science
CM5224,Science
CM5225,Science
CM5232,Science
CM5235,Science
CM5237,Science
CM5239,Science
CM5241,Science
CM5244,Science
CM5245,Science
CM5262,Science
CM5263,Science
CM5268,Science
CM5731,Science
CM5732,Science
CN1101A,College of Design and Engineering
CN1111E,Cont and Lifelong Education
CN1111X,College of Design and Engineering
CN2102,College of Design and Engineering
CN2103,College of Design and Engineering
CN2104,College of Design and Engineering
CN2105,College of Design and Engineering
CN2106,College of Design and Engineering
CN2116,College of Design and Engineering
CN2116E,Cont and Lifelong Education
CN2121E,Cont and Lifelong Education
CN2122E,Cont and Lifelong Education
CN2125,College of Design and Engineering
CN2125E,Cont and Lifelong Education
CN3101,College of Design and Engineering
CN3101A,College of Design and Engineering
CN3102,College of Design and Engineering
CN3103,College of Design and Engineering
CN3104,College of Design and Engineering
CN3108,College of Design and Engineering
CN3109,College of Design and Engineering
CN3121,College of Design and Engineering
CN3121E,Cont and Lifelong Education
CN3124E,Cont and Lifelong Education
CN3132,College of Design and Engineering
CN3132E,Cont and Lifelong Education
CN3135,College of Design and Engineering
CN3135E,Cont and Lifelong Education
CN3421A,College of Design and Engineering
CN3421E,Cont and Lifelong Education
CN4101,College of Design and Engineering
CN4102,College of Design and Engineering
CN4111E,Cont and Lifelong Education
CN4118,College of Design and Engineering
CN4118E,Cont and Lifelong Education
CN4118N,College of Design and Engineering
CN4118R,College of Design and Engineering
CN4119,College of Design and Engineering
CN4119E,Cont and Lifelong Education
CN4122,College of Design and Engineering
CN4122E,Cont and Lifelong Education
CN4122N,College of Design and Engineering
CN4123E,Cont and Lifelong Education
CN4123R,College of Design and Engineering
CN4124E,Cont and Lifelong Education
CN4201R,College of Design and Engineering
CN4203E,Cont and Lifelong Education
CN4203R,College of Design and Engineering
CN4205E,Cont and Lifelong Education
CN4205R,College of Design and Engineering
CN4207R,College of Design and Engineering
CN4208E,Cont and Lifelong Education
CN4210E,Cont and Lifelong Education
CN4211E,Cont and Lifelong Education
CN4211R,College of Design and Engineering
CN4213,College of Design and Engineering
CN4215E,Cont and Lifelong Education
CN4215R,College of Design and Engineering
CN4216E,Cont and Lifelong Education
CN4216R,College of Design and Engineering
CN4217E,Cont and Lifelong Education
CN4217R,College of Design and Engineering
CN4218,College of Design and Engineering
CN4221R,College of Design and Engineering
CN4223R,College of Design and Engineering
CN4227E,Cont and Lifelong Education
CN4227R,College of Design and Engineering
CN4229E,Cont and Lifelong Education
CN4231E,Cont and Lifelong Education
CN4233E,Cont and Lifelong Education
CN4233R,College of Design and Engineering
CN4235,College of Design and Engineering
CN4238E,Cont and Lifelong Education
CN4238R,College of Design and Engineering
CN4240E,Cont and Lifelong Education
CN4240R,College of Design and Engineering
CN4241R,College of Design and Engineering
CN4242E,Cont and Lifelong Education
CN4245R,College of Design and Engineering
CN4246E,Cont and Lifelong Education
CN4246R,College of Design and Engineering
CN4247R,College of Design and Engineering
CN4248,College of Design and Engineering
CN4249,College of Design and Engineering
CN4250,College of Design and Engineering
CN4251,College of Design and Engineering
CN4291,College of Design and Engineering
CN5010,College of Design and Engineering
CN5020,College of Design and Engineering
CN5030,College of Design and Engineering
CN5040,College of Design and Engineering
CN5050,College of Design and Engineering
CN5111,College of Design and Engineering
CN5111B,College of Design and Engineering
CN5112,College of Design and Engineering
CN5131,College of Design and Engineering
CN5150,College of Design and Engineering
CN5160,College of Design and Engineering
CN5161,College of Design and Engineering
CN5162,College of Design and Engineering
CN5172,College of Design and Engineering
CN5173,College of Design and Engineering
CN5181,College of Design and Engineering
CN5190,College of Design and Engineering
CN5191,College of Design and Engineering
CN5192,College of Design and Engineering
CN5192X,College of Design and Engineering
CN5193,College of Design and Engineering
CN5194,College of Design and Engineering
CN5195,College of Design and Engineering
CN5202,College of Design and Engineering
CN5203,College of Design and Engineering
CN5204,College of Design and Engineering
CN5215,College of Design and Engineering
CN5216,College of Design and Engineering
CN5220,College of Design and Engineering
CN5222,College of Design and Engineering
CN5246,College of Design and Engineering
CN5251,College of Design and Engineering
CN5252,College of Design and Engineering
CN5277,College of Design and Engineering
CN5371,College of Design and Engineering
CN5391,College of Design and Engineering
CN5392,College of Design and Engineering
CN5401,College of Design and Engineering
CN5432,College of Design and Engineering
CN5550,College of Design and Engineering
CN5555,College of Design and Engineering
CN5555X,College of Design and Engineering
CN5566,College of Design and Engineering
CN5611X,College of Design and Engineering
CN5666,College of Design and Engineering
CN5999,College of Design and Engineering
CN6020,College of Design and Engineering
CN6162,College of Design and Engineering
CN6163,College of Design and Engineering
CN6163X,College of Design and Engineering
CN6222,College of Design and Engineering
CN6251,College of Design and Engineering
CN6999,College of Design and Engineering
COS1000,Science
COS2101,Science
CP1008,Computing
CP2106,Computing
CP2201,Computing
CP2202,Computing
CP3101,Computing
CP3101A,Computing
CP3106,Computing
CP3107,Computing
CP3108A,Computing
CP3108B,Computing
CP3109,Computing
CP3110,Computing
CP3200,Computing
CP3201,Computing
CP3202,Computing
CP3208,Computing
CP3209,Computing
CP3880,Computing
CP3881,Computing
CP4101,Computing
CP4106,Computing
CP5010,Computing
CP5101,Computing
CP5102,Computing
CP5103,Computing
CP5104,Computing
CP5105,Computing
CP5106,Computing
CP6010,Computing
CS1010,Computing
CS1010A,Computing
CS1010E,Computing
CS1010J,Computing
CS1010R,Computing
CS1010S,Computing
CS1010X,Computing
CS1010XCP,Computing
CS1101S,Computing
CS1231,Computing
CS1231R,Computing
CS1231S,Computing
CS2002,Computing
CS2003,Computing
CS2004,Computing
CS2006,Computing
CS2030,Computing
CS2030S,Computing
CS2040,Computing
CS2040C,Computing
CS2040S,Computing
CS2100,Computing
CS2100R,Computing
CS2101,NUS
CS2102,Computing
CS2102R,Computing
CS2103,Computing
CS2103R,Computing
CS2103T,Computing
CS2104,Computing
CS2104R,Computing
CS2105,Computing
CS2105R,Computing
CS2106,Computing
CS2106R,Computing
CS2107,Computing
CS2108,Computing
CS2109S,Computing
CS2113,Computing
CS2113T,Computing
CS2220,Computing
CS2220R,Computing
CS2309,Computing
CS3001,Computing
CS3002,Computing
CS3003,Computing
CS3004,Computing
CS3005,Computing
CS3006,Computing
CS3103,Computing
CS3201,Computing
CS3201R,Computing
CS3202,Computing
CS3202R,Computing
CS3203,Computing
CS3210,Computing
CS3211,Computing
CS3213,Computing
CS3216,Computing
CS3217,Computing
CS3218,Computing
CS3219,Computing
CS3219R,Computing
CS3220,Computing
CS3221,Computing
CS3223,Computing
CS3223R,Computing
CS3225,Computing
CS3226,Computing
CS3230,Computing
CS3230R,Computing
CS3231,Computing
CS3233,Computing
CS3233R,Computing
CS3234,Computing
CS3234R,Computing
CS3235,Computing
CS3236,Computing
CS3236R,Computing
CS3237,Computing
CS3240,Computing
CS3240R,Computing
CS3241,Computing
CS3241R,Computing
CS3242,Computing
CS3243,Computing
CS3243R,Computing
CS3244,Computing
CS3244R,Computing
CS3245,Computing
CS3245R,Computing
CS3247,Computing
CS3249,Computing
CS3263,Computing
CS3264,Computing
CS3271,Computing
CS3281,Computing
CS3281R,Computing
CS3282,Computing
CS3282R,Computing
CS3283,Computing
CS3284,Computing
CS3882,Computing
CS4001,Computing
CS4002,Computing
CS4003,Computing
CS4004,Computing
CS4005,Computing
CS4007,Computing
CS4008,Computing
CS4211,Computing
CS4212,Computing
CS4214,Computing
CS4215,Computing
CS4215R,Computing
CS4216,Computing
CS4218,Computing
CS4220,Computing
CS4220R,Computing
CS4221,Computing
CS4222,Computing
CS4223,Computing
CS4223R,Computing
CS4224,Computing
CS4225,Computing
CS4226,Computing
CS4230,Computing
CS4231,Computing
CS4232R,Computing
CS4234,Computing
CS4234R,Computing
CS4235,Computing
CS4236,Computing
CS4238,Computing
CS4239,Computing
CS4240,Computing
CS4240R,Computing
CS4241,Computing
CS4242,Computing
CS4243,Computing
CS4243R,Computing
CS4244,Computing
CS4246,Computing
CS4246R,Computing
CS4247,Computing
CS4248,Computing
CS4248R,Computing
CS4249,Computing
CS4257,Computing
CS4261,Computing
CS4268,Computing
CS4269,Computing
CS4276,Computing
CS4277,Computing
CS4278,Computing
CS4330,Computing
CS4344,Computing
CS4345,Computing
CS4347,Computing
CS4350,Computing
CS4351,Computing
CS4880,Computing
CS5201,Computing
CS5202,Computing
CS5215,Computing
CS5216,Computing
CS5218,Computing
CS5219,Computing
CS5222,Computing
CS5223,Computing
CS5224,Computing
CS5226,Computing
CS5228,Computing
CS5229,Computing
CS5230,Computing
CS5231,Computing
CS5232,Computing
CS5233,Computing
CS5234,Computing
CS5236,Computing
CS5237,Computing
CS5238,Computing
CS5239,Computing
CS5240,Computing
CS5241,Computing
CS5242,Computing
CS5246,Computing
CS5248,Computing
CS5249,Computing
CS5250,Computing
CS5260,Computing
CS5271,Computing
CS5272,Computing
CS5321,Computing
CS5322,Computing
CS5330,Computing
CS5331,Computing
CS5332,Computing
CS5338,Computing
CS5339,Computing
CS5340,Computing
CS5342,Computing
CS5343,Computing
CS5344,Computing
CS5345,Computing
CS5346,Computing
CS5351,Computing
CS5421,Computing
CS5422,Computing
CS5424,Computing
CS5425,Computing
CS5430,Computing
CS5439,Computing
CS5446,Computing
CS5461,Computing
CS5469,Computing
CS5476,Computing
CS5477,Computing
CS5478,Computing
CS5562,Computing
CS5647,Computing
CS6101,Computing
CS6202,Computing
CS6203,Computing
CS6204,Computing
CS6205,Computing
CS6206,Computing
CS6207,Computing
CS6208,Computing
CS6209,Computing
CS6210,Computing
CS6211,Computing
CS6212,Computing
CS6213,Computing
CS6215,Computing
CS6216,Computing
CS6217,Computing
CS6218,Computing
CS6219,Computing
CS6220,Computing
CS6222,Computing
CS6223,Computing
CS6230,Computing
CS6231,Computing
CS6234,Computing
CS6235,Computing
CS6240,Computing
CS6241,Computing
CS6242,Computing
CS6244,Computing
CS6280,Computing
CS6281,Computing
CS6282,Computing
CS6283,Computing
CS6284,Computing
CS6285,Computing
CS6290,Computing
CS6291,Computing
CS6292,Computing
CS6880,Computing
CSA6101,Arts and Social Science
CSA6102,Arts and Social Science
CSA6770,Arts and Social Science
CSA6880,Arts and Social Science
CSX2991,Computing
CSX2992,Computing
CSX2994,Computing
CSX2995,Computing
CSX3991,Computing
CSX3992,Computing
CSX4991,Computing
CSX4992,Computing
CSX4993,Computing
CSX4994,Computing
CZ5101,Science
CZ5102,Science
CZ5103,Science
CZ5211,Science
CZ5274,Science
DAO1704,NUS Business School
DAO1704X,NUS Business School
DAO1704Y,NUS Business School
DAO2702,NUS Business School
DAO2702X,NUS Business School
DAO2703,NUS Business School
DBA3701,NUS Business School
DBA3702,NUS Business School
DBA3711,NUS Business School
DBA3712,NUS Business School
DBA3713,NUS Business School
DBA3751,NUS Business School
DBA3752,NUS Business School
DBA3761,NUS Business School
DBA3803,NUS Business School
DBA4711,NUS Business School
DBA4712,NUS Business School
DBA4713,NUS Business School
DBA4714,NUS Business School
DBA4751,NUS Business School
DBA4752,NUS Business School
DBA4761,NUS Business School
